Time Interval,Day,SpecialEvent,Weather,People Count
01-01-2024 21:10,Monday,FALSE,Sunny,34
01-01-2024 21:20,Monday,FALSE,Cloudy,28
01-01-2024 21:30,Monday,FALSE,Rainy,13
01-01-2024 21:40,Monday,FALSE,Sunny,18
01-01-2024 21:50,Monday,FALSE,Cloudy,31
01-01-2024 22:00,Monday,FALSE,Rainy,25
01-01-2024 22:10,Monday,FALSE,Cloudy,25
01-01-2024 22:20,Monday,FALSE,Sunny,13
01-01-2024 22:30,Monday,FALSE,Cloudy,34
01-01-2024 22:40,Monday,FALSE,Cloudy,13
01-01-2024 22:50,Monday,FALSE,Rainy,15
01-01-2024 23:00,Monday,FALSE,Cloudy,17
01-01-2024 23:10,Monday,FALSE,Sunny,15
01-01-2024 23:20,Monday,FALSE,Sunny,12
01-01-2024 23:30,Monday,FALSE,Sunny,11
01-01-2024 23:40,Monday,FALSE,Rainy,12
01-01-2024 23:50,Monday,FALSE,Sunny,10
02-01-2024 00:00,Tuesday,FALSE,Sunny,14
02-01-2024 00:10,Tuesday,FALSE,Sunny,12
02-01-2024 00:20,Tuesday,FALSE,Cloudy,10
02-01-2024 00:30,Tuesday,FALSE,Rainy,10
02-01-2024 00:40,Tuesday,FALSE,Cloudy,11
02-01-2024 00:50,Tuesday,FALSE,Cloudy,17
02-01-2024 01:00,Tuesday,FALSE,Rainy,14
02-01-2024 01:10,Tuesday,FALSE,Cloudy,11
02-01-2024 01:20,Tuesday,FALSE,Cloudy,14
02-01-2024 01:30,Tuesday,FALSE,Sunny,10
02-01-2024 01:40,Tuesday,FALSE,Rainy,11
02-01-2024 01:50,Tuesday,FALSE,Cloudy,12
02-01-2024 02:00,Tuesday,FALSE,Rainy,10
02-01-2024 02:10,Tuesday,FALSE,Sunny,10
02-01-2024 02:20,Tuesday,FALSE,Cloudy,15
02-01-2024 02:30,Tuesday,FALSE,Sunny,13
02-01-2024 02:40,Tuesday,FALSE,Cloudy,11
02-01-2024 02:50,Tuesday,FALSE,Sunny,11
02-01-2024 03:00,Tuesday,FALSE,Sunny,10
02-01-2024 03:10,Tuesday,FALSE,Rainy,10
02-01-2024 03:20,Tuesday,FALSE,Rainy,13
02-01-2024 03:30,Tuesday,FALSE,Rainy,10
02-01-2024 03:40,Tuesday,FALSE,Rainy,10
02-01-2024 03:50,Tuesday,FALSE,Cloudy,15
02-01-2024 04:00,Tuesday,FALSE,Rainy,10
02-01-2024 04:10,Tuesday,FALSE,Cloudy,10
02-01-2024 04:20,Tuesday,FALSE,Rainy,13
02-01-2024 04:30,Tuesday,FALSE,Sunny,10
02-01-2024 04:40,Tuesday,FALSE,Cloudy,16
02-01-2024 04:50,Tuesday,FALSE,Cloudy,16
02-01-2024 05:00,Tuesday,FALSE,Sunny,10
02-01-2024 05:10,Tuesday,FALSE,Rainy,10
02-01-2024 05:20,Tuesday,FALSE,Sunny,10
02-01-2024 05:30,Tuesday,FALSE,Cloudy,17
02-01-2024 05:40,Tuesday,FALSE,Rainy,13
02-01-2024 05:50,Tuesday,FALSE,Cloudy,14
02-01-2024 06:00,Tuesday,FALSE,Cloudy,18
02-01-2024 06:10,Tuesday,FALSE,Sunny,10
02-01-2024 06:20,Tuesday,FALSE,Rainy,12
02-01-2024 06:30,Tuesday,FALSE,Rainy,10
02-01-2024 06:40,Tuesday,FALSE,Rainy,10
02-01-2024 06:50,Tuesday,FALSE,Cloudy,14
02-01-2024 07:00,Tuesday,FALSE,Cloudy,13
02-01-2024 07:10,Tuesday,FALSE,Sunny,13
02-01-2024 07:20,Tuesday,FALSE,Rainy,16
02-01-2024 07:30,Tuesday,FALSE,Cloudy,18
02-01-2024 07:40,Tuesday,FALSE,Rainy,11
02-01-2024 07:50,Tuesday,FALSE,Sunny,12
02-01-2024 08:00,Tuesday,FALSE,Cloudy,136
02-01-2024 08:10,Tuesday,FALSE,Sunny,157
02-01-2024 08:20,Tuesday,FALSE,Cloudy,140
02-01-2024 08:30,Tuesday,FALSE,Cloudy,154
02-01-2024 08:40,Tuesday,FALSE,Sunny,197
02-01-2024 08:50,Tuesday,FALSE,Rainy,101
02-01-2024 09:00,Tuesday,FALSE,Cloudy,145
02-01-2024 09:10,Tuesday,FALSE,Rainy,93
02-01-2024 09:20,Tuesday,FALSE,Cloudy,141
02-01-2024 09:30,Tuesday,FALSE,Sunny,162
02-01-2024 09:40,Tuesday,FALSE,Rainy,97
02-01-2024 09:50,Tuesday,FALSE,Sunny,165
02-01-2024 10:00,Tuesday,FALSE,Sunny,46
02-01-2024 10:10,Tuesday,FALSE,Sunny,78
02-01-2024 10:20,Tuesday,FALSE,Sunny,62
02-01-2024 10:30,Tuesday,FALSE,Cloudy,65
02-01-2024 10:40,Tuesday,FALSE,Rainy,43
02-01-2024 10:50,Tuesday,FALSE,Cloudy,53
02-01-2024 11:00,Tuesday,FALSE,Rainy,26
02-01-2024 11:10,Tuesday,FALSE,Rainy,33
02-01-2024 11:20,Tuesday,FALSE,Sunny,75
02-01-2024 11:30,Tuesday,FALSE,Cloudy,48
02-01-2024 11:40,Tuesday,FALSE,Cloudy,54
02-01-2024 11:50,Tuesday,FALSE,Rainy,25
02-01-2024 12:00,Tuesday,FALSE,Sunny,50
02-01-2024 12:10,Tuesday,FALSE,Sunny,76
02-01-2024 12:20,Tuesday,FALSE,Cloudy,63
02-01-2024 12:30,Tuesday,FALSE,Cloudy,40
02-01-2024 12:40,Tuesday,FALSE,Sunny,42
02-01-2024 12:50,Tuesday,FALSE,Sunny,30
02-01-2024 13:00,Tuesday,FALSE,Sunny,40
02-01-2024 13:10,Tuesday,FALSE,Sunny,35
02-01-2024 13:20,Tuesday,FALSE,Cloudy,54
02-01-2024 13:30,Tuesday,FALSE,Sunny,63
02-01-2024 13:40,Tuesday,FALSE,Rainy,44
02-01-2024 13:50,Tuesday,FALSE,Rainy,42
02-01-2024 14:00,Tuesday,FALSE,Rainy,20
02-01-2024 14:10,Tuesday,FALSE,Cloudy,48
02-01-2024 14:20,Tuesday,FALSE,Rainy,23
02-01-2024 14:30,Tuesday,FALSE,Cloudy,27
02-01-2024 14:40,Tuesday,FALSE,Rainy,36
02-01-2024 14:50,Tuesday,FALSE,Cloudy,55
02-01-2024 15:00,Tuesday,FALSE,Sunny,73
02-01-2024 15:10,Tuesday,FALSE,Sunny,52
02-01-2024 15:20,Tuesday,FALSE,Cloudy,37
02-01-2024 15:30,Tuesday,FALSE,Sunny,52
02-01-2024 15:40,Tuesday,FALSE,Rainy,42
02-01-2024 15:50,Tuesday,FALSE,Cloudy,37
02-01-2024 16:00,Tuesday,FALSE,Rainy,35
02-01-2024 16:10,Tuesday,FALSE,Cloudy,36
02-01-2024 16:20,Tuesday,FALSE,Cloudy,33
02-01-2024 16:30,Tuesday,FALSE,Cloudy,57
02-01-2024 16:40,Tuesday,FALSE,Rainy,33
02-01-2024 16:50,Tuesday,FALSE,Cloudy,40
02-01-2024 17:00,Tuesday,FALSE,Sunny,181
02-01-2024 17:10,Tuesday,FALSE,Sunny,201
02-01-2024 17:20,Tuesday,FALSE,Cloudy,168
02-01-2024 17:30,Tuesday,FALSE,Rainy,106
02-01-2024 17:40,Tuesday,FALSE,Cloudy,178
02-01-2024 17:50,Tuesday,FALSE,Cloudy,168
02-01-2024 18:00,Tuesday,FALSE,Rainy,102
02-01-2024 18:10,Tuesday,FALSE,Sunny,214
02-01-2024 18:20,Tuesday,FALSE,Sunny,190
02-01-2024 18:30,Tuesday,FALSE,Sunny,215
02-01-2024 18:40,Tuesday,FALSE,Rainy,119
02-01-2024 18:50,Tuesday,FALSE,Cloudy,166
02-01-2024 19:00,Tuesday,FALSE,Rainy,10
02-01-2024 19:10,Tuesday,FALSE,Rainy,12
02-01-2024 19:20,Tuesday,FALSE,Rainy,10
02-01-2024 19:30,Tuesday,FALSE,Cloudy,10
02-01-2024 19:40,Tuesday,FALSE,Rainy,14
02-01-2024 19:50,Tuesday,FALSE,Cloudy,18
02-01-2024 20:00,Tuesday,FALSE,Sunny,39
02-01-2024 20:10,Tuesday,FALSE,Sunny,17
02-01-2024 20:20,Tuesday,FALSE,Cloudy,23
02-01-2024 20:30,Tuesday,FALSE,Cloudy,11
02-01-2024 20:40,Tuesday,FALSE,Rainy,23
02-01-2024 20:50,Tuesday,FALSE,Cloudy,38
02-01-2024 21:00,Tuesday,FALSE,Cloudy,19
02-01-2024 21:10,Tuesday,FALSE,Rainy,20
02-01-2024 21:20,Tuesday,FALSE,Sunny,37
02-01-2024 21:30,Tuesday,FALSE,Sunny,23
02-01-2024 21:40,Tuesday,FALSE,Sunny,22
02-01-2024 21:50,Tuesday,FALSE,Rainy,15
02-01-2024 22:00,Tuesday,FALSE,Rainy,18
02-01-2024 22:10,Tuesday,FALSE,Sunny,25
02-01-2024 22:20,Tuesday,FALSE,Rainy,17
02-01-2024 22:30,Tuesday,FALSE,Rainy,21
02-01-2024 22:40,Tuesday,FALSE,Sunny,30
02-01-2024 22:50,Tuesday,FALSE,Rainy,12
02-01-2024 23:00,Tuesday,FALSE,Sunny,14
02-01-2024 23:10,Tuesday,FALSE,Sunny,13
02-01-2024 23:20,Tuesday,FALSE,Sunny,10
02-01-2024 23:30,Tuesday,FALSE,Rainy,10
02-01-2024 23:40,Tuesday,FALSE,Rainy,17
02-01-2024 23:50,Tuesday,FALSE,Cloudy,13
03-01-2024 00:00,Wednesday,FALSE,Cloudy,18
03-01-2024 00:10,Wednesday,FALSE,Rainy,13
03-01-2024 00:20,Wednesday,FALSE,Rainy,10
03-01-2024 00:30,Wednesday,FALSE,Sunny,10
03-01-2024 00:40,Wednesday,FALSE,Sunny,15
03-01-2024 00:50,Wednesday,FALSE,Sunny,13
03-01-2024 01:00,Wednesday,FALSE,Rainy,10
03-01-2024 01:10,Wednesday,FALSE,Sunny,10
03-01-2024 01:20,Wednesday,FALSE,Cloudy,16
03-01-2024 01:30,Wednesday,FALSE,Rainy,11
03-01-2024 01:40,Wednesday,FALSE,Sunny,11
03-01-2024 01:50,Wednesday,FALSE,Cloudy,11
03-01-2024 02:00,Wednesday,FALSE,Rainy,14
03-01-2024 02:10,Wednesday,FALSE,Sunny,10
03-01-2024 02:20,Wednesday,FALSE,Rainy,10
03-01-2024 02:30,Wednesday,FALSE,Cloudy,13
03-01-2024 02:40,Wednesday,FALSE,Rainy,11
03-01-2024 02:50,Wednesday,FALSE,Rainy,10
03-01-2024 03:00,Wednesday,FALSE,Rainy,10
03-01-2024 03:10,Wednesday,FALSE,Rainy,11
03-01-2024 03:20,Wednesday,FALSE,Rainy,10
03-01-2024 03:30,Wednesday,FALSE,Cloudy,15
03-01-2024 03:40,Wednesday,FALSE,Cloudy,12
03-01-2024 03:50,Wednesday,FALSE,Cloudy,18
03-01-2024 04:00,Wednesday,FALSE,Rainy,12
03-01-2024 04:10,Wednesday,FALSE,Sunny,10
03-01-2024 04:20,Wednesday,FALSE,Sunny,10
03-01-2024 04:30,Wednesday,FALSE,Cloudy,13
03-01-2024 04:40,Wednesday,FALSE,Rainy,11
03-01-2024 04:50,Wednesday,FALSE,Sunny,12
03-01-2024 05:00,Wednesday,FALSE,Sunny,14
03-01-2024 05:10,Wednesday,FALSE,Cloudy,19
03-01-2024 05:20,Wednesday,FALSE,Cloudy,17
03-01-2024 05:30,Wednesday,FALSE,Cloudy,12
03-01-2024 05:40,Wednesday,FALSE,Rainy,11
03-01-2024 05:50,Wednesday,FALSE,Sunny,10
03-01-2024 06:00,Wednesday,FALSE,Rainy,10
03-01-2024 06:10,Wednesday,FALSE,Cloudy,11
03-01-2024 06:20,Wednesday,FALSE,Cloudy,11
03-01-2024 06:30,Wednesday,FALSE,Sunny,10
03-01-2024 06:40,Wednesday,FALSE,Sunny,15
03-01-2024 06:50,Wednesday,FALSE,Rainy,15
03-01-2024 07:00,Wednesday,FALSE,Rainy,10
03-01-2024 07:10,Wednesday,FALSE,Cloudy,14
03-01-2024 07:20,Wednesday,FALSE,Sunny,10
03-01-2024 07:30,Wednesday,FALSE,Sunny,10
03-01-2024 07:40,Wednesday,FALSE,Cloudy,10
03-01-2024 07:50,Wednesday,FALSE,Sunny,11
03-01-2024 08:00,Wednesday,FALSE,Sunny,200
03-01-2024 08:10,Wednesday,FALSE,Cloudy,144
03-01-2024 08:20,Wednesday,FALSE,Rainy,83
03-01-2024 08:30,Wednesday,FALSE,Rainy,80
03-01-2024 08:40,Wednesday,FALSE,Rainy,97
03-01-2024 08:50,Wednesday,FALSE,Rainy,94
03-01-2024 09:00,Wednesday,FALSE,Sunny,170
03-01-2024 09:10,Wednesday,FALSE,Cloudy,130
03-01-2024 09:20,Wednesday,FALSE,Rainy,97
03-01-2024 09:30,Wednesday,FALSE,Sunny,171
03-01-2024 09:40,Wednesday,FALSE,Sunny,185
03-01-2024 09:50,Wednesday,FALSE,Cloudy,138
03-01-2024 10:00,Wednesday,FALSE,Cloudy,53
03-01-2024 10:10,Wednesday,FALSE,Rainy,21
03-01-2024 10:20,Wednesday,FALSE,Cloudy,50
03-01-2024 10:30,Wednesday,FALSE,Rainy,44
03-01-2024 10:40,Wednesday,FALSE,Sunny,67
03-01-2024 10:50,Wednesday,FALSE,Cloudy,49
03-01-2024 11:00,Wednesday,FALSE,Cloudy,53
03-01-2024 11:10,Wednesday,FALSE,Cloudy,41
03-01-2024 11:20,Wednesday,FALSE,Rainy,40
03-01-2024 11:30,Wednesday,FALSE,Sunny,75
03-01-2024 11:40,Wednesday,FALSE,Sunny,67
03-01-2024 11:50,Wednesday,FALSE,Rainy,28
03-01-2024 12:00,Wednesday,FALSE,Cloudy,29
03-01-2024 12:10,Wednesday,FALSE,Rainy,40
03-01-2024 12:20,Wednesday,FALSE,Rainy,20
03-01-2024 12:30,Wednesday,FALSE,Rainy,41
03-01-2024 12:40,Wednesday,FALSE,Rainy,33
03-01-2024 12:50,Wednesday,FALSE,Rainy,36
03-01-2024 13:00,Wednesday,FALSE,Sunny,41
03-01-2024 13:10,Wednesday,FALSE,Rainy,45
03-01-2024 13:20,Wednesday,FALSE,Cloudy,51
03-01-2024 13:30,Wednesday,FALSE,Rainy,18
03-01-2024 13:40,Wednesday,FALSE,Cloudy,62
03-01-2024 13:50,Wednesday,FALSE,Rainy,29
03-01-2024 14:00,Wednesday,FALSE,Cloudy,59
03-01-2024 14:10,Wednesday,FALSE,Rainy,44
03-01-2024 14:20,Wednesday,FALSE,Rainy,34
03-01-2024 14:30,Wednesday,FALSE,Cloudy,34
03-01-2024 14:40,Wednesday,FALSE,Rainy,30
03-01-2024 14:50,Wednesday,FALSE,Rainy,16
03-01-2024 15:00,Wednesday,FALSE,Rainy,17
03-01-2024 15:10,Wednesday,FALSE,Cloudy,56
03-01-2024 15:20,Wednesday,FALSE,Rainy,35
03-01-2024 15:30,Wednesday,FALSE,Rainy,37
03-01-2024 15:40,Wednesday,FALSE,Rainy,33
03-01-2024 15:50,Wednesday,FALSE,Rainy,45
03-01-2024 16:00,Wednesday,FALSE,Rainy,28
03-01-2024 16:10,Wednesday,FALSE,Cloudy,41
03-01-2024 16:20,Wednesday,FALSE,Sunny,80
03-01-2024 16:30,Wednesday,FALSE,Rainy,41
03-01-2024 16:40,Wednesday,FALSE,Cloudy,42
03-01-2024 16:50,Wednesday,FALSE,Rainy,48
03-01-2024 17:00,Wednesday,FALSE,Cloudy,159
03-01-2024 17:10,Wednesday,FALSE,Rainy,98
03-01-2024 17:20,Wednesday,FALSE,Sunny,202
03-01-2024 17:30,Wednesday,FALSE,Cloudy,176
03-01-2024 17:40,Wednesday,FALSE,Sunny,185
03-01-2024 17:50,Wednesday,FALSE,Cloudy,176
03-01-2024 18:00,Wednesday,FALSE,Sunny,213
03-01-2024 18:10,Wednesday,FALSE,Sunny,217
03-01-2024 18:20,Wednesday,FALSE,Rainy,108
03-01-2024 18:30,Wednesday,FALSE,Rainy,116
03-01-2024 18:40,Wednesday,FALSE,Sunny,209
03-01-2024 18:50,Wednesday,FALSE,Sunny,187
03-01-2024 19:00,Wednesday,FALSE,Cloudy,14
03-01-2024 19:10,Wednesday,FALSE,Sunny,10
03-01-2024 19:20,Wednesday,FALSE,Sunny,10
03-01-2024 19:30,Wednesday,FALSE,Sunny,10
03-01-2024 19:40,Wednesday,FALSE,Cloudy,16
03-01-2024 19:50,Wednesday,FALSE,Sunny,10
03-01-2024 20:00,Wednesday,FALSE,Cloudy,16
03-01-2024 20:10,Wednesday,FALSE,Rainy,19
03-01-2024 20:20,Wednesday,FALSE,Cloudy,35
03-01-2024 20:30,Wednesday,FALSE,Cloudy,31
03-01-2024 20:40,Wednesday,FALSE,Sunny,16
03-01-2024 20:50,Wednesday,FALSE,Rainy,23
03-01-2024 21:00,Wednesday,FALSE,Rainy,19
03-01-2024 21:10,Wednesday,FALSE,Cloudy,18
03-01-2024 21:20,Wednesday,FALSE,Cloudy,34
03-01-2024 21:30,Wednesday,FALSE,Rainy,15
03-01-2024 21:40,Wednesday,FALSE,Cloudy,26
03-01-2024 21:50,Wednesday,FALSE,Cloudy,31
03-01-2024 22:00,Wednesday,FALSE,Cloudy,22
03-01-2024 22:10,Wednesday,FALSE,Rainy,15
03-01-2024 22:20,Wednesday,FALSE,Sunny,18
03-01-2024 22:30,Wednesday,FALSE,Rainy,10
03-01-2024 22:40,Wednesday,FALSE,Rainy,26
03-01-2024 22:50,Wednesday,FALSE,Rainy,24
03-01-2024 23:00,Wednesday,FALSE,Sunny,12
03-01-2024 23:10,Wednesday,FALSE,Rainy,14
03-01-2024 23:20,Wednesday,FALSE,Cloudy,17
03-01-2024 23:30,Wednesday,FALSE,Sunny,15
03-01-2024 23:40,Wednesday,FALSE,Rainy,12
03-01-2024 23:50,Wednesday,FALSE,Cloudy,21
04-01-2024 00:00,Thursday,FALSE,Sunny,10
04-01-2024 00:10,Thursday,FALSE,Cloudy,14
04-01-2024 00:20,Thursday,FALSE,Cloudy,20
04-01-2024 00:30,Thursday,FALSE,Sunny,14
04-01-2024 00:40,Thursday,FALSE,Rainy,12
04-01-2024 00:50,Thursday,FALSE,Sunny,10
04-01-2024 01:00,Thursday,FALSE,Cloudy,14
04-01-2024 01:10,Thursday,FALSE,Sunny,10
04-01-2024 01:20,Thursday,FALSE,Rainy,10
04-01-2024 01:30,Thursday,FALSE,Sunny,13
04-01-2024 01:40,Thursday,FALSE,Cloudy,11
04-01-2024 01:50,Thursday,FALSE,Rainy,11
04-01-2024 02:00,Thursday,FALSE,Rainy,11
04-01-2024 02:10,Thursday,FALSE,Sunny,10
04-01-2024 02:20,Thursday,FALSE,Sunny,11
04-01-2024 02:30,Thursday,FALSE,Sunny,10
04-01-2024 02:40,Thursday,FALSE,Rainy,10
04-01-2024 02:50,Thursday,FALSE,Sunny,10
04-01-2024 03:00,Thursday,FALSE,Cloudy,10
04-01-2024 03:10,Thursday,FALSE,Sunny,10
04-01-2024 03:20,Thursday,FALSE,Sunny,15
04-01-2024 03:30,Thursday,FALSE,Cloudy,17
04-01-2024 03:40,Thursday,FALSE,Cloudy,18
04-01-2024 03:50,Thursday,FALSE,Rainy,10
04-01-2024 04:00,Thursday,FALSE,Cloudy,11
04-01-2024 04:10,Thursday,FALSE,Cloudy,19
04-01-2024 04:20,Thursday,FALSE,Rainy,14
04-01-2024 04:30,Thursday,FALSE,Cloudy,14
04-01-2024 04:40,Thursday,FALSE,Rainy,10
04-01-2024 04:50,Thursday,FALSE,Sunny,13
04-01-2024 05:00,Thursday,FALSE,Cloudy,13
04-01-2024 05:10,Thursday,FALSE,Rainy,11
04-01-2024 05:20,Thursday,FALSE,Sunny,11
04-01-2024 05:30,Thursday,FALSE,Cloudy,18
04-01-2024 05:40,Thursday,FALSE,Rainy,13
04-01-2024 05:50,Thursday,FALSE,Rainy,10
04-01-2024 06:00,Thursday,FALSE,Sunny,11
04-01-2024 06:10,Thursday,FALSE,Rainy,15
04-01-2024 06:20,Thursday,FALSE,Sunny,14
04-01-2024 06:30,Thursday,FALSE,Sunny,10
04-01-2024 06:40,Thursday,FALSE,Cloudy,13
04-01-2024 06:50,Thursday,FALSE,Sunny,10
04-01-2024 07:00,Thursday,FALSE,Rainy,16
04-01-2024 07:10,Thursday,FALSE,Rainy,10
04-01-2024 07:20,Thursday,FALSE,Sunny,15
04-01-2024 07:30,Thursday,FALSE,Sunny,10
04-01-2024 07:40,Thursday,FALSE,Rainy,10
04-01-2024 07:50,Thursday,FALSE,Sunny,10
04-01-2024 08:00,Thursday,FALSE,Sunny,150
04-01-2024 08:10,Thursday,FALSE,Cloudy,160
04-01-2024 08:20,Thursday,FALSE,Cloudy,147
04-01-2024 08:30,Thursday,FALSE,Rainy,77
04-01-2024 08:40,Thursday,FALSE,Sunny,181
04-01-2024 08:50,Thursday,FALSE,Sunny,150
04-01-2024 09:00,Thursday,FALSE,Cloudy,162
